SRN,name,gender,phone_1,phone_2,DOB,admission_date,email,blood_grp,guardian,mother,PIN,street,city,Aadhar_no,state,photo,UID,password,class_no,section_no
1327,Adeline Owen,F,9235668430,8808086887,2010-02-04,2006-01-20,Adeline.Owen.9806@school.ac.in,B+,Tania Doherty,Owen Rees,159494,"40,Bhelupur",Nautanwa,184379000000.0,Uttar Pradesh,,stu1327,31975813,11,2
1328,Abbey Bell,F,7969613560,7968929489,2008-11-02,2006-12-22,Abbey.Bell.9797@school.ac.in,AB+,Maxwell Denton,Chester Baldwin,580817,"16,Metro colony",Varanasi,392703000000.0,Uttar Pradesh,,stu1328,5708935,11,2
1329,Remy Thompson,F,7199832057,9147326043,2002-07-19,2010-09-03,Remy.Thompson.0474@school.ac.in,O-,Clarissa Vollans,Gwen Shaw,363624,"21,Lanka",Sadabad,188285000000.0,Uttar Pradesh,,stu1329,40371884,11,2
1330,Henry Verdon,M,7180097951,7046475691,2012-09-02,2012-04-24,Henry.Verdon.3761@school.ac.in,AB+,Angela Allington,Daniel Butler,715128,"26,Lanka",Pilkhuwa,500053000000.0,Uttar Pradesh,,stu1330,58920437,11,2
1331,Kieth Garcia,M,8327013313,9758988237,2008-08-11,2002-04-28,Kieth.Garcia.6386@school.ac.in,A-,Chuck Nurton,Chester John,518615,"37,Bhelupur",Naraura,595181000000.0,Uttar Pradesh,,stu1331,70581226,11,2
1332,Hadley Everett,F,7064896876,7695647568,2007-09-14,2005-02-14,Hadley.Everett.5694@school.ac.in,AB-,Wendy Hudson,Faith Ainsworth,580817,"45,Laxmi nagar",Varanasi,91977734481.0,Uttar Pradesh,,stu1332,51817127,11,2
1333,Samantha Fleming,F,7834995083,8237459284,2004-01-14,2006-08-21,Samantha.Fleming.6364@school.ac.in,B+,Melody Bailey,Alexander Potts,767202,"14,Laxmi nagar",Robertsganj,160994000000.0,Uttar Pradesh,,stu1333,50227301,11,2
1334,Ronald Saunders,M,9512388794,8087250135,2008-10-20,2004-04-04,Ronald.Saunders.8844@school.ac.in,B+,Eduardo Button,Celina White,162998,"44,Ram nagar",Thana Bhawan,971130000000.0,Uttar Pradesh,,stu1334,58466740,11,2
1335,Ron Hope,M,8801626379,9269442825,2012-08-04,2004-07-27,Ron.Hope.3864@school.ac.in,A-,Rosa Santos,Lexi Button,176318,"44,Metro colony",Sirsi,931982000000.0,Uttar Pradesh,,stu1335,64335555,11,2
1336,Lara Rivers,F,8479162143,7918781464,2005-06-23,2003-04-30,Lara.Rivers.7676@school.ac.in,A-,Harvey Furnell,Leroy Weldon,363624,"23,Sigra",Sadabad,385598000000.0,Uttar Pradesh,,stu1336,81551576,11,2
1337,Bart Dempsey,M,7708314090,9959163093,2005-02-30,2002-04-19,Bart.Dempsey.2519@school.ac.in,B-,Manuel Hunt,Lara Maxwell,176318,"23,Sigra",Sirsi,909871000000.0,Uttar Pradesh,,stu1337,71308824,11,2
1338,Barry Cassidy,M,7937523458,7967356029,2011-03-30,2010-07-20,Barry.Cassidy.8037@school.ac.in,A-,Anabel Russel,Hannah Yarwood,834591,"16,Ram nagar",Najibabad,197141000000.0,Uttar Pradesh,,stu1338,590706,11,2
1339,Sasha Fisher,F,8554409592,7574687622,2004-07-14,2002-07-15,Sasha.Fisher.4769@school.ac.in,B+,Aileen Webster,Sadie Wheeler,518615,"30,Sigra",Naraura,295200000000.0,Uttar Pradesh,,stu1339,4874260,11,2
1340,Ethan Fisher,M,7768940886,8045988751,2007-12-27,2007-07-23,Ethan.Fisher.1146@school.ac.in,B-,Mayleen Beal,Bob Campbell,553041,"5,Metro colony",Safipur,649529000000.0,Uttar Pradesh,,stu1340,51148196,11,2
1341,Henry Taylor,M,7877865426,9309661345,2011-03-11,2009-06-19,Henry.Taylor.1834@school.ac.in,AB-,Chester Giles,Vanessa Holmes,553041,"40,Sigra",Safipur,869046000000.0,Uttar Pradesh,,stu1341,34803652,11,3
1342,Denis Uddin,M,8211774065,7674597596,2011-10-21,2009-03-27,Denis.Uddin.9220@school.ac.in,A-,Adeline Spencer,Chuck Rycroft,162998,"43,Shubhash nagar",Thana Bhawan,26174608511.0,Uttar Pradesh,,stu1342,54522585,11,3
1343,Adela Mitchell,F,7191523633,7655482454,2004-09-08,2009-10-09,Adela.Mitchell.2802@school.ac.in,B+,Mina Driscoll,Nate Gregory,354265,"24,Metro colony",Azamgarh,690149000000.0,Uttar Pradesh,,stu1343,69996376,11,3
1344,Rosie Quinnell,F,7018152452,7316741777,2011-07-10,2003-08-04,Rosie.Quinnell.4231@school.ac.in,A-,Doug Turner,Mark Evans,834591,"16,Bhelupur",Najibabad,919180000000.0,Uttar Pradesh,,stu1344,50177153,11,3
1345,Leah Rycroft,F,9417393652,7753620142,2006-05-05,2012-07-12,Leah.Rycroft.4021@school.ac.in,AB+,Ada Callan,Anabelle Darcy,518615,"14,Laxmi nagar",Naraura,549729000000.0,Uttar Pradesh,,stu1345,25992228,11,3
1346,Logan Allen,M,8743729208,7175627761,2003-04-21,2005-12-26,Logan.Allen.5553@school.ac.in,O+,Eduardo Shelton,Emmanuelle Stone ,228535,"8,Lanka",Reoti,533284000000.0,Uttar Pradesh,,stu1346,81795878,11,3
1347,Julian Stone,M,8166416386,9518198734,2008-07-06,2010-02-29,Julian.Stone.8698@school.ac.in,AB+,Sarah Abbot,Jamie Groves,553041,"26,Laxmi nagar",Safipur,784921000000.0,Uttar Pradesh,,stu1347,57613283,11,3
1348,Alma Maxwell,F,9293899829,9572208251,2010-12-22,2005-01-09,Alma.Maxwell.1583@school.ac.in,B-,Rebecca Owen,Benny Faulkner,228535,"38,Ram nagar",Reoti,556221000000.0,Uttar Pradesh,,stu1348,64842810,11,3
1349,Remy Thompson,F,9828534264,7457130563,2009-02-27,2012-09-16,Remy.Thompson.2516@school.ac.in,AB-,Angelique Cowan,Alice Speed,409985,"7,Ram nagar",Orai,718325000000.0,Uttar Pradesh,,stu1349,77552214,11,3
1350,Chuck Nurton,M,8044855270,9988331498,2008-03-10,2011-01-04,Chuck.Nurton.3043@school.ac.in,AB-,Johnathan Vallins,Johnny Isaac,409985,"49,Ram nagar",Orai,396531000000.0,Uttar Pradesh,,stu1350,51839756,11,3
1351,Keira Spencer,F,7145259153,8002984573,2012-09-11,2012-08-11,Keira.Spencer.6360@school.ac.in,A-,Eduardo Button,Florence Vass,580817,"34,Sigra",Varanasi,106720000000.0,Uttar Pradesh,,stu1351,36177671,11,3
1352,Marvin Farmer,M,8863610977,7043620919,2006-05-03,2008-02-17,Marvin.Farmer.2099@school.ac.in,B-,Aiden Craig,Mark Evans,363624,"6,Laxmi nagar",Sadabad,640063000000.0,Uttar Pradesh,,stu1352,56860156,11,3
1353,Ally Miller,F,8302709160,7420103531,2002-04-15,2006-04-14,Ally.Miller.6761@school.ac.in,O+,Joy Santos,Norah Notman,715128,"25,shastri nagar",Pilkhuwa,498475000000.0,Uttar Pradesh,,stu1353,77058366,11,3
1354,Cedrick Anderson,M,8462827620,7313017930,2002-09-02,2008-07-30,Cedrick.Anderson.8650@school.ac.in,A+,Denis Rodgers,Alexander Shaw,988782,"16,Sadar colony",Shahganj,473496000000.0,Uttar Pradesh,,stu1354,74202699,11,3
1355,Josephine Thompson,F,8189111501,7863662149,2006-09-12,2008-07-02,Josephine.Thompson.5216@school.ac.in,O-,Daron Abbot,Jazmin Zaoui,176318,"44,shastri nagar",Sirsi,857255000000.0,Uttar Pradesh,,stu1355,37209417,11,3
1356,Celia Pitt,F,9214720456,7043069221,2002-01-05,2003-09-13,Celia.Pitt.3417@school.ac.in,O-,Elena Jenkin,Denis Brown,223014,"35,Lanka",Sandi,236675000000.0,Uttar Pradesh,,stu1356,35130481,11,3
1357,Chuck Mould,M,8999983580,9600025038,2007-11-06,2002-11-11,Chuck.Mould.3186@school.ac.in,AB-,Nicholas Thompson,Georgia Antcliff,363624,"34,Lanka",Sadabad,126174000000.0,Uttar Pradesh,,stu1357,59385181,11,3
1358,Ciara Alldridge,F,7051582252,7515337725,2004-02-07,2011-03-18,Ciara.Alldridge.3241@school.ac.in,O-,Kassandra Yard,Celia Pitt,176318,"9,Metro colony",Sirsi,67180834176.0,Uttar Pradesh,,stu1358,44664587,11,3
1359,Sofia Edley,F,9661292015,9615251846,2003-11-07,2006-06-25,Sofia.Edley.5516@school.ac.in,A-,Faith Ainsworth,Josephine Thompson,354265,"17,shastri nagar",Azamgarh,926178000000.0,Uttar Pradesh,,stu1359,97491151,11,3
1360,Jules Hunter,F,8542805394,7911755077,2005-02-05,2006-10-05,Jules.Hunter.7903@school.ac.in,B-,Nick Coll,Leanne Griffiths,176318,"17,Metro colony",Sirsi,864621000000.0,Uttar Pradesh,,stu1360,97952401,11,3
1361,Maribel Broomfield,F,9821727870,9195077725,2008-10-03,2006-06-15,Maribel.Broomfield.6105@school.ac.in,A+,Sarah Abbot,Cedrick Anderson,159494,"45,Sigra",Nautanwa,528027000000.0,Uttar Pradesh,,stu1361,33225687,12,1
1362,Celia Pearson,F,8983363769,8274528780,2003-06-02,2011-05-13,Celia.Pearson.8648@school.ac.in,O-,Maribel Broomfield,Melanie Walsh,409985,"4,Ram nagar",Orai,60012023738.0,Uttar Pradesh,,stu1362,28863620,12,1
1363,Hope Stevenson,F,8983445898,8723980707,2009-09-08,2006-04-01,Hope.Stevenson.2963@school.ac.in,A-,Belinda Bradley,Barry Mcleod,363624,"46,Lanka",Sadabad,635167000000.0,Uttar Pradesh,,stu1363,63544527,12,1
1364,Benjamin Mitchell,M,8097542555,8306148747,2006-10-02,2003-06-17,Benjamin.Mitchell.1165@school.ac.in,A-,Mark Salt,Aiden Baker,715128,"8,Metro colony",Pilkhuwa,973333000000.0,Uttar Pradesh,,stu1364,12861093,12,1
1365,Mavis Wade,F,9441843045,8693904687,2011-09-21,2011-04-18,Mavis.Wade.2647@school.ac.in,B-,Angelique Cowan,Elle Payne,580817,"43,Gandhi nagar",Varanasi,444271000000.0,Uttar Pradesh,,stu1365,56516862,12,1
1366,Joy Bayliss,F,9352620446,9663408510,2003-11-14,2003-04-26,Joy.Bayliss.6975@school.ac.in,B-,Ilona Needham,Alan Blythe,159494,"12,Metro colony",Nautanwa,727112000000.0,Uttar Pradesh,,stu1366,28442046,12,1
1367,Celina Gordon,F,9720122847,7762485979,2003-04-29,2004-08-30,Celina.Gordon.9078@school.ac.in,O-,Wade Gray,Jacob Faulkner,767202,"11,Shubhash nagar",Robertsganj,201849000000.0,Uttar Pradesh,,stu1367,59320672,12,1
1368,Barry Murray,M,7288903281,9677712838,2005-12-24,2011-12-23,Barry.Murray.9087@school.ac.in,A+,Noemi Roscoe,Dasha Warren,223014,"47,Gandhi nagar",Sandi,356019000000.0,Uttar Pradesh,,stu1368,1697077,12,1
1369,John Wills,M,9258872091,7214988619,2012-01-15,2002-07-18,John.Wills.0230@school.ac.in,A+,Nicholas Judd,Jacob Todd,518615,"2,Sadar colony",Naraura,745197000000.0,Uttar Pradesh,,stu1369,29649459,12,1
1370,George Rogers,M,7834581962,7816293742,2008-05-05,2007-09-04,George.Rogers.2006@school.ac.in,A+,Mason Heaton,Joy Santos,162998,"45,Bhelupur",Thana Bhawan,175152000000.0,Uttar Pradesh,,stu1370,74146231,12,1
1371,Benjamin Knight,M,8319281101,8947258842,2003-10-26,2007-02-01,Benjamin.Knight.4421@school.ac.in,B+,Emmanuelle Stone ,Maxwell Denton,767202,"40,Lanka",Robertsganj,116371000000.0,Uttar Pradesh,,stu1371,42239825,12,1
1372,Barry Eaton,M,8765864224,8473539770,2009-11-23,2009-05-16,Barry.Eaton.7664@school.ac.in,O+,George Pearson,George Rowe,354265,"32,Laxmi nagar",Azamgarh,3229784045.0,Uttar Pradesh,,stu1372,6158325,12,1
1373,Clarissa Partridge,F,9265210211,8159379856,2010-02-20,2011-07-06,Clarissa.Partridge.6058@school.ac.in,AB-,Clint Wood,Diane Blackwall,988782,"43,Metro colony",Shahganj,311216000000.0,Uttar Pradesh,,stu1373,36683410,12,1
1374,Catherine Jarvis,F,7974527306,7242556931,2005-10-07,2007-06-18,Catherine.Jarvis.4199@school.ac.in,O+,Sebastian James,Ronald Ellison,409985,"12,Bhelupur",Orai,420723000000.0,Uttar Pradesh,,stu1374,19041344,12,1
1375,Harvey Richardson,M,8092052162,8123814711,2005-10-13,2006-12-24,Harvey.Richardson.6973@school.ac.in,B+,Bart Saunders,Owen Rose,834591,"40,shastri nagar",Najibabad,487996000000.0,Uttar Pradesh,,stu1375,74014743,12,1
1376,Nick Pond,M,7613851590,8905474051,2004-09-22,2005-02-14,Nick.Pond.1164@school.ac.in,A+,Alex Howard,Sasha Antcliff,162998,"20,Metro colony",Thana Bhawan,182925000000.0,Uttar Pradesh,,stu1376,63793690,12,1
1377,Maribel Broomfield,F,9537109532,9905374681,2007-01-19,2005-02-12,Maribel.Broomfield.3762@school.ac.in,A+,Martin Bailey,Angelica Gray,176318,"9,Sadar colony",Sirsi,370022000000.0,Uttar Pradesh,,stu1377,25388506,12,1
1378,Daron Abbot,M,8161434069,9697437682,2007-08-05,2012-03-24,Daron.Abbot.9360@school.ac.in,AB+,Daniel Funnell,Domenic Griffiths,223014,"42,Sigra",Sandi,563766000000.0,Uttar Pradesh,,stu1378,14483602,12,1
1379,Ramon Saunders,M,8670002631,8824111319,2012-02-01,2003-06-11,Ramon.Saunders.5481@school.ac.in,AB-,Charlize Dwyer,Stacy Cowan,553041,"39,Metro colony",Safipur,943775000000.0,Uttar Pradesh,,stu1379,18045182,12,1
1380,Melody Bailey,F,8302012720,9062107826,2007-09-28,2010-04-10,Melody.Bailey.0595@school.ac.in,A+,Bryon Pratt,Kurt Gallacher,580817,"5,Sadar colony",Varanasi,379340000000.0,Uttar Pradesh,,stu1380,38991004,12,1
1381,Danielle Penn,F,9077715443,7427156070,2006-10-13,2007-07-04,Danielle.Penn.3516@school.ac.in,O-,Mabel Knight,Nate Chapman,518615,"37,Bhelupur",Naraura,560019000000.0,Uttar Pradesh,,stu1381,20424363,12,2
1382,Tom Martin,M,9150960352,7310503320,2012-06-13,2002-12-14,Tom.Martin.8594@school.ac.in,A-,Anabel Whitmore,Josh Becker,354265,"21,Ram nagar",Azamgarh,583378000000.0,Uttar Pradesh,,stu1382,57166930,12,2
1383,Vicky Pitt,F,8259268411,7415166029,2011-04-25,2008-01-22,Vicky.Pitt.5144@school.ac.in,AB+,Florence Bloom,Chadwick Stewart,767202,"37,Bhelupur",Robertsganj,504429000000.0,Uttar Pradesh,,stu1383,59510505,12,2
1384,Daron Crawley,M,8822491410,8612537927,2008-03-26,2004-03-27,Daron.Crawley.3849@school.ac.in,B+,Beatrice Savage,Logan Mcgregor,354265,"35,Shubhash nagar",Azamgarh,920159000000.0,Uttar Pradesh,,stu1384,28447316,12,2
1385,Doug Tait,M,9736349721,8727119635,2010-08-29,2003-02-08,Doug.Tait.4871@school.ac.in,A-,Hayden Larsen,Stacy Cowan,553041,"6,Shubhash nagar",Safipur,268510000000.0,Uttar Pradesh,,stu1385,33580964,12,2
1386,Noah Gordon,M,8508939349,8953295041,2007-09-28,2005-10-12,Noah.Gordon.1764@school.ac.in,A+,Nicholas Burnley,Chad Saunders,223014,"9,shastri nagar",Sandi,150476000000.0,Uttar Pradesh,,stu1386,16193803,12,2
1387,Ciara Alldridge,F,9044934122,7267047879,2005-09-06,2005-06-10,Ciara.Alldridge.1110@school.ac.in,B+,Hailey Cassidy,Brooklyn Hardwick,553041,"36,Bhelupur",Safipur,987542000000.0,Uttar Pradesh,,stu1387,18504830,12,2
1388,Denis Uddin,M,9932588742,9425179064,2003-01-12,2007-04-30,Denis.Uddin.7975@school.ac.in,AB+,Ellen Terry,Miriam Briggs,176318,"47,Sadar colony",Sirsi,324369000000.0,Uttar Pradesh,,stu1388,24085189,12,2
1389,Hayden Reid,M,8402520948,7725769951,2012-10-23,2011-02-04,Hayden.Reid.0010@school.ac.in,B-,Barry Barclay,Fred Stone ,580817,"28,Laxmi nagar",Varanasi,432906000000.0,Uttar Pradesh,,stu1389,58736633,12,2
1390,Lara Coll,F,7993704785,8920329744,2007-11-13,2009-07-16,Lara.Coll.3406@school.ac.in,O-,Madelyn Overson,Alice Speed,228535,"10,Laxmi nagar",Reoti,871355000000.0,Uttar Pradesh,,stu1390,38612892,12,2
1391,Chester John,M,9886920643,8327690378,2012-11-02,2005-01-27,Chester.John.3000@school.ac.in,B-,Luke Salt,Barry Tyler,553041,"1,Sigra",Safipur,388744000000.0,Uttar Pradesh,,stu1391,23510223,12,2
1392,Bob Quinton,M,8679441161,9439716801,2008-04-07,2010-02-12,Bob.Quinton.7371@school.ac.in,A+,Chris Marshall,Lauren Drew,834591,"8,shastri nagar",Najibabad,410093000000.0,Uttar Pradesh,,stu1392,66944236,12,2
1393,Ramon Fox,M,7920180829,7874172326,2008-02-09,2005-06-24,Ramon.Fox.1130@school.ac.in,B-,Gabriel Weasley,Cedrick Wilton,715128,"35,Gandhi nagar",Pilkhuwa,213722000000.0,Uttar Pradesh,,stu1393,99987989,12,2
1394,Emmanuelle Stone ,F,9148150361,8107213456,2007-06-22,2011-03-28,Emmanuelle.Stone .6069@school.ac.in,O-,Megan Wilkinson,William Page ,715128,"7,Sadar colony",Pilkhuwa,567967000000.0,Uttar Pradesh,,stu1394,4716121,12,2
1395,Ron Gordon,M,8295066142,7519362092,2003-02-10,2007-06-24,Ron.Gordon.6577@school.ac.in,A+,Clarissa Wild,Matthew Stone ,518615,"11,Gandhi nagar",Naraura,100556000000.0,Uttar Pradesh,,stu1395,27433941,12,2
1396,Eduardo Shelton,M,9360189524,9031121045,2011-04-03,2003-07-13,Eduardo.Shelton.3031@school.ac.in,B+,Caitlyn Oakley,Tyler Devonport,715128,"4,Ram nagar",Pilkhuwa,736565000000.0,Uttar Pradesh,,stu1396,81410852,12,2
1397,Gabriel Weasley,M,7091048169,7804552087,2011-04-24,2004-02-05,Gabriel.Weasley.4331@school.ac.in,O-,Benny Bailey,Ciara Emmett,162998,"26,Bhelupur",Thana Bhawan,606598000000.0,Uttar Pradesh,,stu1397,9338037,12,2
1398,Emerald Styles,F,9679316852,8145586411,2012-07-10,2006-10-24,Emerald.Styles.0320@school.ac.in,B+,Anthony Olson,Kassandra Yard,381636,"37,Lanka",Sandila,604024000000.0,Uttar Pradesh,,stu1398,55918101,12,2
1399,Denis Barclay,M,7756353435,7912704228,2010-11-12,2008-06-08,Denis.Barclay.0492@school.ac.in,AB-,Benjamin Young,Mark Andersson,834591,"3,Laxmi nagar",Najibabad,27520334760.0,Uttar Pradesh,,stu1399,43983385,12,2
1400,Harvey Goldsmith,M,8704592468,8455456966,2004-08-23,2004-11-18,Harvey.Goldsmith.0773@school.ac.in,A-,Penelope Santos,Eduardo Gates,834591,"6,Gandhi nagar",Najibabad,694710000000.0,Uttar Pradesh,,stu1400,74152888,12,2
1401,Jacob Todd,M,7314762320,9580975408,2002-03-12,2009-08-07,Jacob.Todd.7490@school.ac.in,B-,Wendy Evans,Alessia Pickard,553041,"12,Mohan lal colony",Safipur,524485000000.0,Uttar Pradesh,,stu1401,86898794,12,3
1402,Chuck Uddin,M,9440105614,7201911723,2006-05-26,2009-08-29,Chuck.Uddin.4184@school.ac.in,AB-,Wade Kelly,Clarissa Partridge,228535,"26,Sadar colony",Reoti,375460000000.0,Uttar Pradesh,,stu1402,59963539,12,3
1403,Jayden Rothwell,M,8441948090,7424280580,2010-12-19,2004-11-11,Jayden.Rothwell.2162@school.ac.in,B-,Dakota Walker,Payton Owen,381636,"4,Lanka",Sandila,425566000000.0,Uttar Pradesh,,stu1403,48077184,12,3
1404,Angelina Gordon,F,9243295612,9047428237,2007-02-19,2006-02-02,Angelina.Gordon.5154@school.ac.in,AB-,Lillian Upsdell,Henry Russell,381636,"36,Laxmi nagar",Sandila,490100000000.0,Uttar Pradesh,,stu1404,14435707,12,3
1405,Madelyn Overson,F,7766996086,8698234858,2006-05-18,2005-03-08,Madelyn.Overson.8258@school.ac.in,O+,Barry Murray,Jessica Fisher,518615,"5,Lanka",Naraura,979116000000.0,Uttar Pradesh,,stu1405,81966510,12,3
1406,Iris Styles,F,8085877881,9682245822,2008-07-16,2010-08-19,Iris.Styles.4533@school.ac.in,A+,Wade Malone,Martin Bailey,381636,"48,Bhelupur",Sandila,402504000000.0,Uttar Pradesh,,stu1406,88617397,12,3
1407,Barney Avery,M,8948213465,9181575959,2003-07-25,2009-10-03,Barney.Avery.8000@school.ac.in,A-,Enoch Bullock,Alexander Page ,354265,"48,Bhelupur",Azamgarh,33291517573.0,Uttar Pradesh,,stu1407,66103031,12,3
1408,Liv Purvis,F,9713181816,7236260749,2002-03-08,2005-07-04,Liv.Purvis.4855@school.ac.in,O-,Johnny Ranks,Mason Heaton,223014,"7,Bhelupur",Sandi,8848114602.0,Uttar Pradesh,,stu1408,49875048,12,3
1409,Eduardo Button,M,8759784578,9557277930,2006-06-04,2002-10-05,Eduardo.Button.0957@school.ac.in,A+,Jamie Groves,Dasha Norris,988782,"9,Metro colony",Shahganj,899783000000.0,Uttar Pradesh,,stu1409,83623774,12,3
1410,Chloe Nelson,F,7037967254,9961268200,2008-03-20,2008-08-06,Chloe.Nelson.7428@school.ac.in,A+,Nicholas Judd,Nate Gregory,228535,"28,Mohan lal colony",Reoti,802694000000.0,Uttar Pradesh,,stu1410,32191074,12,3
1411,Martin Bailey,M,7424442885,8869928334,2003-01-02,2004-10-14,Martin.Bailey.6978@school.ac.in,AB-,Adela Gaynor,Luke Oakley,228535,"20,Laxmi nagar",Reoti,661661000000.0,Uttar Pradesh,,stu1411,64946059,12,3
1412,Bob Ogilvy,M,7583394802,9187623889,2002-10-17,2008-04-20,Bob.Ogilvy.1933@school.ac.in,A+,Abdul Redfern,Ryan Warren,409985,"17,Sadar colony",Orai,443399000000.0,Uttar Pradesh,,stu1412,18218052,12,3
1413,Tom Graham,M,7896252953,8972060686,2006-08-27,2011-10-28,Tom.Graham.6620@school.ac.in,B-,Adela Saunders,Violet Ventura,176318,"19,Sigra",Sirsi,534278000000.0,Uttar Pradesh,,stu1413,41484086,12,3
1414,Jamie Groves,F,7666118937,7656051051,2011-10-04,2007-06-04,Jamie.Groves.1529@school.ac.in,B+,Domenic Ingham,Carrie Emmott,553041,"24,shastri nagar",Safipur,613237000000.0,Uttar Pradesh,,stu1414,14153719,12,3
1415,Erick Whittle,M,8011319738,9915667743,2004-05-03,2010-03-01,Erick.Whittle.2762@school.ac.in,A+,Nathan Wills,Harvey Jenkins,159494,"39,Sadar colony",Nautanwa,863427000000.0,Uttar Pradesh,,stu1415,90018112,12,3
1416,Clint Wood,M,9543804065,8840172247,2002-10-04,2004-05-02,Clint.Wood.2734@school.ac.in,AB+,Margaret Clark,Britney Daniells,228535,"39,Gandhi nagar",Reoti,33848938181.0,Uttar Pradesh,,stu1416,71942625,12,3
1417,Nick Pond,M,8496600370,9225791277,2004-02-12,2002-06-11,Nick.Pond.6775@school.ac.in,O-,Selena Khan,Manuel Nayler,363624,"46,Gandhi nagar",Sadabad,520475000000.0,Uttar Pradesh,,stu1417,21568316,12,3
1418,Oliver Flett,M,9525688920,8153185415,2010-06-08,2005-04-15,Oliver.Flett.1824@school.ac.in,A+,Luna Pearce,Ethan Gates,363624,"14,Sigra",Sadabad,545232000000.0,Uttar Pradesh,,stu1418,35284003,12,3
1419,Christy Goldsmith,F,7933757826,8330652721,2006-05-11,2006-02-24,Christy.Goldsmith.0230@school.ac.in,A-,Alexander Carter,Vicky Allen,988782,"22,Gandhi nagar",Shahganj,194421000000.0,Uttar Pradesh,,stu1419,97133433,12,3
1420,Boris Ross,M,7703755967,8232383227,2008-04-28,2003-03-06,Boris.Ross.3361@school.ac.in,B+,Hannah Yarwood,Aiden Baker,834591,"49,Gandhi nagar",Najibabad,390162000000.0,Uttar Pradesh,,stu1420,93655185,12,3
